FID,OBJECTID,Id,categ,pend_porc,Fuente,id_pend,COD_COB25_,NOM_COB25,SIM_COB25,GEOLOGIA_1,GEOLOGIA_2,LATITUD_Y,LONGITUD_X,Elevacion,Pendiente,NOMBRE,CODIGO,DATO_ID,FECHA1,FECHA2,CONCAT,Long,Lat,ESTACIÓN,P_24H__mm_,P_3DIAS__m,P_7DIAS__m,P_10DIAS__,P15DIAS__m,P30DIAS__m,P60DIAS__m,P90DIAS__m
197,198,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31112,Bosque mixto denso bajo de tierra firme,BNDBAJ,TQj,Formacion Jamundi,3.31058708,-76.56748666,1089.696411,28.97308731,EL PALACIO,2622100102,198,8/15/2016 0:00,8/15/2016 0:00,8/15/2016EL PALACIO,-76.56748666,3.31058708,EL PALACIO,0,0,2,2,2,28,95,204
198,199,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,Qca(RMel),Cono aluvial rio Melendez,3.413852272,-76.55634509,977.2761841,1.460784912,IDEAS,2622330111,199,8/10/2016 0:00,8/10/2016 0:00,8/10/2016IDEAS,-76.55634509,3.413852272,IDEAS,0,0,1.2,1.2,23.4,25.4,115.5,265.4
199,200,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,12111,Otras superficies artificiales con construcción,OICC,Ql/Kv,Lateritas Formacion Volcanica,3.412719087,-76.57383389,1020.507141,26.32086754,IDEAS,2622330111,200,8/7/2016 0:00,8/7/2016 0:00,8/7/2016IDEAS,-76.57383389,3.412719087,IDEAS,1,1,1.2,1.3,25.1,25.4,123.7,272.6
200,201,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,Qca(RMel),Cono aluvial rio Melendez,3.439006432,-76.53879799,979.7841797,19.36191368,COLEGIO SAN JUAN BOSCO,2622330101,201,9/16/2015 0:00,9/16/2015 0:00,9/16/2015PLANTA RIO CALI,-76.53879799,3.439006432,PLANTA RIO CALI,0,0,0,1.4,2,2.7,58.1,62.1
201,202,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Kv,Formacion Volcanica,3.448791186,-76.54796942,1087.928711,23.75614548,PLANTA RIO CALI,2622400103,202,9/1/2016 0:00,9/1/2016 0:00,9/1/2016PLANTA RIO CALI,-76.54796942,3.448791186,PLANTA RIO CALI,1,4,6,6,6.1,6.1,7.3,21.7
202,203,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Qca1(RPan),Cono aluvial 1 rio Pance,3.357477636,-76.5454388,1012.72052,21.29816628,LA RIVERITA,2622310103,203,8/4/2019 0:00,8/4/2019 0:00,8/4/2019LA RIVERITA,-76.5454388,3.357477636,LA RIVERITA,0,0,0,0.2,31.6,54.3,282.2,437.4
203,204,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,23171,Pasto cultivado arbolado,PCUAR,Ql/Kv,Lateritas Formacion Volcanica,3.509520625,-76.61064921,1726.977905,6.469877243,AGUACATAL,2622420103,204,8/11/2012 0:00,8/11/2012 0:00,8/11/2012AGUACATAL,-76.61064921,3.509520625,AGUACATAL,0,0,0,13,17,17,94,103
204,205,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,22210,Otros cultivos arbustivos plantados abiertos,OCABA,Kv,Formacion Volcanica,3.472180557,-76.61775646,1735.423096,18.45457268,FELIDIA,2622400107,205,9/3/2016 0:00,9/3/2016 0:00,9/3/2016FELIDIA,-76.61775646,3.472180557,FELIDIA,0,4,15.6,15.8,27.6,28,128.4,247.6
205,206,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31112,Bosque mixto denso bajo de tierra firme,BNDBAJ,TQj,Formacion Jamundi,3.336497892,-76.56607976,1145.077148,17.46041298,LA RIVERITA,2622310103,206,9/9/2018 0:00,9/9/2018 0:00,9/9/2018LA RIVERITA,-76.56607976,3.336497892,LA RIVERITA,0,0,0,3.3,3.3,8.2,36.7,88
206,207,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31212,Bosque mixto abierto bajo de tierra firme,BNABAJ,TQj,Formacion Jamundi,3.308252623,-76.56594994,1040.025391,18.59772682,JAMUNDI,2622100202,207,8/16/2016 0:00,8/16/2016 0:00,8/16/2016EL PALACIO,-76.56594994,3.308252623,EL PALACIO,0,0,2,2,3,29,85,204
207,208,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,12111,Otras superficies artificiales con construcción,OICC,Ttp,Stock de Pance – Tonalita hornblendica biotitica,3.321722966,-76.62693057,1540.066284,18.83633614,EL TOPACIO,2622110201,208,9/2/2019 0:00,9/2/2019 0:00,9/2/2019EL TOPACIO,-76.62693057,3.321722966,EL TOPACIO,0,0,0.1,0.1,0.1,5.8,91.5,247.7
208,209,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Kv,Formacion Volcanica,3.483490836,-76.60467404,1714.819214,14.39176178,AGUACATAL,2622420103,209,9/20/2003 0:00,9/20/2003 0:00,9/20/2003AGUACATAL,-76.60467404,3.483490836,AGUACATAL,11,62,88,89,102,133,191,237
209,210,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Ql/Kv,Lateritas Formacion Volcanica,3.376593751,-76.55414038,1032.593384,43.2796936,NAPOLES,2622330108,210,8/30/2019 0:00,8/30/2019 0:00,8/30/2019NAPOLES,-76.55414038,3.376593751,NAPOLES,0,0,0,0.3,2.5,3.9,57.1,146.3
210,211,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11211,Zonas urbanas discontinuas,ZUD,Kv,Formacion Volcanica,3.407295188,-76.56605559,1015.724304,54.32753372,IDEAS,2622330111,211,8/19/2016 0:00,8/19/2016 0:00,8/19/2016IDEAS,-76.56605559,3.407295188,IDEAS,0,0,0,0,1.2,25.3,38.9,232.8
211,212,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,31112,Bosque mixto denso bajo de tierra firme,BNDBAJ,TQj,Formacion Jamundi,3.305464479,-76.56933383,1027.715698,25.13285637,JAMUNDI,2622100202,212,8/3/2005 0:00,8/3/2005 0:00,8/3/2005EL PALACIO,-76.56933383,3.305464479,EL PALACIO,13,17,17,17,51,65,118,252
212,213,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31211,Bosque mixto abierto alto de tierra firme,BNAALT,TQj,Formacion Jamundi,3.332196135,-76.56038314,1095.114502,34.35593033,LA RIVERITA,2622310103,213,8/4/2019 0:00,8/4/2019 0:00,8/4/2019LA RIVERITA,-76.56038314,3.332196135,LA RIVERITA,0,0,0,0.2,31.6,54.3,282.2,437.4
213,214,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,22210,Otros cultivos arbustivos plantados abiertos,OCABA,Kv,Formacion Volcanica,3.473084928,-76.6165532,1710.031738,20.21956444,FELIDIA,2622400107,214,8/12/2015 0:00,8/12/2015 0:00,8/12/2015FELIDIA,-76.6165532,3.473084928,FELIDIA,4,4,5.2,5.2,17,72.6,75.2,140
214,215,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,31211,Bosque mixto abierto alto de tierra firme,BNAALT,TQj,Formacion Jamundi,3.334126609,-76.55713142,1113.99585,43.17988968,LA RIVERITA,2622310103,215,8/30/2018 0:00,8/30/2018 0:00,8/30/2018LA RIVERITA,-76.55713142,3.334126609,LA RIVERITA,0,0,1,1,4.2,32.9,53.2,130.1
215,216,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Ql/Kv,Lateritas Formacion Volcanica,3.498166514,-76.54860723,1431.13208,61.8375473,AGUACATAL-MONTEBELLO,2622420101,216,9/16/2015 0:00,9/16/2015 0:00,9/16/2015AGUACATAL-MONTEBELLO,-76.54860723,3.498166514,AGUACATAL-MONTEBELLO,1,1,1,1,53,53,43,59
216,217,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,31112,Bosque mixto denso bajo de tierra firme,BNDBAJ,Ql/Kv,Lateritas Formacion Volcanica,3.381437583,-76.59131196,1375.608398,24.2531414,LILI - SAN SEBASTIAN,2622310201,217,8/9/2019 0:00,8/9/2019 0:00,8/9/2019LILI - SAN SEBASTIAN,-76.59131196,3.381437583,LILI - SAN SEBASTIAN,0,0,0.4,0.4,1.2,33,157.8,487.8
217,218,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,23171,Pasto cultivado arbolado,PCUAR,Qca2(RPan),Cono aluvial 2 rio Pance,3.308469929,-76.54833154,997.682312,10.48108673,EL PALACIO,2622100102,218,8/14/2016 0:00,8/14/2016 0:00,8/14/2016EL PALACIO,-76.54833154,3.308469929,EL PALACIO,0,0,2,2,2,28,95,204
218,219,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11211,Zonas urbanas discontinuas,ZUD,Ql/Kv,Lateritas Formacion Volcanica,3.389085582,-76.58439635,1289.535889,14.71519279,LA FONDA,2622320101,219,8/20/2015 0:00,8/20/2015 0:00,8/20/2015LA FONDA CANTA CLARO,-76.58439635,3.389085582,LA FONDA CANTA CLARO,0,0,4,4,4,33,36,71
219,220,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31112,Bosque mixto denso bajo de tierra firme,BNDBAJ,Ql/Kv,Lateritas Formacion Volcanica,3.405207869,-76.57394837,1044.613892,27.37122154,IDEAS,2622330111,220,8/18/2016 0:00,8/18/2016 0:00,8/18/2016IDEAS,-76.57394837,3.405207869,IDEAS,0,0,0,0,1.2,25.3,61.4,232.8
220,221,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,Qca(RMel),Cono aluvial rio Melendez,3.414379089,-76.55716333,975.9177856,5.017901897,IDEAS,2622330111,221,9/7/2016 0:00,9/7/2016 0:00,9/7/2016IDEAS,-76.55716333,3.414379089,IDEAS,0,17,29.8,41.8,50.9,50.9,67.4,157.5
221,222,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31212,Bosque mixto abierto bajo de tierra firme,BNABAJ,TQj,Formacion Jamundi,3.32313678,-76.55579754,1064.613892,13.49347401,LA RIVERITA,2622310103,222,8/15/2019 0:00,8/15/2019 0:00,8/15/2019LA RIVERITA,-76.55579754,3.32313678,LA RIVERITA,0,0,0,0,0,31.6,147.9,380.9
222,223,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,Kv,Formacion Volcanica,3.440571208,-76.54269011,1016.380859,10.84612179,PLANTA RIO CALI,2622400103,223,9/19/2015 0:00,9/19/2015 0:00,9/19/2015PLANTA RIO CALI,-76.54269011,3.440571208,PLANTA RIO CALI,0,1,0.6,0.6,2,2.7,26.9,62.7
223,224,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11211,Zonas urbanas discontinuas,ZUD,Ql/Kv,Lateritas Formacion Volcanica,3.411102881,-76.5845471,1146.140625,24.37234688,LAS BRISAS,2622330106,224,8/24/2016 0:00,8/24/2016 0:00,8/24/2016LAS BRISAS,-76.5845471,3.411102881,LAS BRISAS,0,0,0,0,0,5,35,307
224,225,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,31112,Bosque mixto denso bajo de tierra firme,BNDBAJ,TQj,Formacion Jamundi,3.31372683,-76.57351331,1098.065552,5.118289471,PANCE - CHORRERA,2622110103,225,9/26/2016 0:00,9/26/2016 0:00,9/26/2016PANCE - CHORRERA,-76.57351331,3.31372683,PANCE - CHORRERA,0,0,0,0.2,0.4,68.6,78.4,147
225,226,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,31352,Bosque de guadua,BG,Qca2(RPan),Cono aluvial 2 rio Pance,3.320639085,-76.55228608,1022.48407,8.349160194,EL PALACIO,2622100102,226,8/5/2005 0:00,8/5/2005 0:00,8/5/2005EL PALACIO,-76.55228608,3.320639085,EL PALACIO,0,13,17,17,17,61,118,248
226,227,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,23171,Pasto cultivado arbolado,PCUAR,Ql/Kv,Lateritas Formacion Volcanica,3.531916545,-76.58904191,2064.802734,34.31137466,VILLA ARACELLY,2622420104,227,10/1/2012 0:00,10/1/2012 0:00,10/1/2012AGUACATAL,-76.58904191,3.531916545,AGUACATAL,0,2,10,41,46,47,115,132
227,228,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11211,Zonas urbanas discontinuas,ZUD,Kv,Formacion Volcanica,3.470096159,-76.62264651,1749.367798,19.15121651,FELIDIA,2622400107,228,8/4/2018 0:00,8/4/2018 0:00,8/4/2018FELIDIA,-76.62264651,3.470096159,FELIDIA,10,12,53,80.6,109.8,118,242.8,502.4
228,229,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,23170,Pasto cultivado,PCU,TQj,Formacion Jamundi,3.313027283,-76.55182302,1025.526733,13.40090847,EL PALACIO,2622100102,229,9/22/2015 0:00,9/22/2015 0:00,9/22/2015EL PALACIO,-76.55182302,3.313027283,EL PALACIO,0,3,6,6,36,36,82,117
229,230,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,Kv,Formacion Volcanica,3.44334495,-76.54536904,1008.166992,6.83160305,PLANTA RIO CALI,2622400103,230,8/14/2016 0:00,8/14/2016 0:00,8/14/2016PLANTA RIO CALI,-76.54536904,3.44334495,PLANTA RIO CALI,0,0,0,0,0.4,0.5,8.8,20.2
230,231,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Qca,Conos aluviales,3.48829635,-76.5258627,978.6459351,31.40012169,AGUACATAL-MONTEBELLO,2622420101,231,9/24/2014 0:00,9/24/2014 0:00,9/24/2014AGUACATAL-MONTEBELLO,-76.5258627,3.48829635,AGUACATAL-MONTEBELLO,0,11,25,26,76,95,91,94
231,232,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11211,Zonas urbanas discontinuas,ZUD,Ql/Kv,Lateritas Formacion Volcanica,3.36729033,-76.55951053,1077.251587,32.37542343,LA RIVERITA,2622310103,232,8/18/2018 0:00,8/18/2018 0:00,8/18/2018LA RIVERITA,-76.55951053,3.36729033,LA RIVERITA,0,0,3.9,3.9,13.1,30,54.1,247.2
232,233,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,31331,Bosque mixto fragmentado con vegetación natural,BNFVN,Qca2(RPan),Cono aluvial 2 rio Pance,3.337971013,-76.55335048,1067.897705,22.55916977,LA RIVERITA,2622310103,233,9/27/2018 0:00,9/27/2018 0:00,9/27/2018LA RIVERITA,-76.55335048,3.337971013,LA RIVERITA,2,3,2.9,2.9,49.4,52.7,83,105.9
233,234,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,TOg,Formacion Guachinte,3.462303985,-76.53435123,999.9649658,7.230886936,COLEGIO SAN LUIS,2622400101,234,9/24/2019 0:00,9/24/2019 0:00,9/24/2019COLEGIO SAN LUIS,-76.53435123,3.462303985,COLEGIO SAN LUIS,0,0,69.8,73.4,96.8,96.8,92.2,105.8
234,235,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,31112,Bosque mixto denso bajo de tierra firme,BNDBAJ,TQj,Formacion Jamundi,3.306626777,-76.57281247,1043.530151,6.756033421,PANCE - CHORRERA,2622110103,235,9/15/2016 0:00,9/15/2016 0:00,9/15/2016PANCE - CHORRERA,-76.57281247,3.306626777,PANCE - CHORRERA,0,0,0.6,25.4,46.2,69,111.4,197.6
235,236,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,Kv,Formacion Volcanica,3.478460245,-76.55733489,1207.986816,17.4318943,AGUACATAL-MONTEBELLO,2622420101,236,9/13/2005 0:00,9/13/2005 0:00,9/13/2005AGUACATAL-MONTEBELLO,-76.55733489,3.478460245,AGUACATAL-MONTEBELLO,0,0,0,4,16,60,92,142
236,237,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11211,Zonas urbanas discontinuas,ZUD,Kv,Formacion Volcanica,3.399379822,-76.57010561,1167.409058,28.36438751,IDEAS,2622330111,237,8/1/2016 0:00,8/1/2016 0:00,8/1/2016IDEAS,-76.57010561,3.399379822,IDEAS,0,0,22.2,24.1,24.1,26.7,172.3,346.8
237,238,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11211,Zonas urbanas discontinuas,ZUD,Ql/Kv,Lateritas Formacion Volcanica,3.393663932,-76.58450447,1312.049683,36.69968414,LA FONDA,2622320101,238,8/7/2019 0:00,8/7/2019 0:00,8/7/2019LA FONDA CANTA CLARO,-76.58450447,3.393663932,LA FONDA CANTA CLARO,0,0,0,0,16,32,94,416
238,239,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,12111,Otras superficies artificiales con construcción,OICC,Qca2(RPan),Cono aluvial 2 rio Pance,3.339738677,-76.55165341,1083.33374,33.32062912,LA RIVERITA,2622310103,239,8/24/2018 0:00,8/24/2018 0:00,8/24/2018LA RIVERITA,-76.55165341,3.339738677,LA RIVERITA,1,1,0.9,0.9,4.9,30.8,53.2,135
239,240,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,12211,Otras superficies artificiales sin construcción,OISC,Qca(RMel),Cono aluvial rio Melendez,3.387957299,-76.55136389,975.3961182,4.22939539,NAPOLES,2622330108,240,9/25/2019 0:00,9/25/2019 0:00,9/25/2019NAPOLES,-76.55136389,3.387957299,NAPOLES,3,11,13.3,101.8,114,114,117.9,207.1
240,241,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31112,Bosque mixto denso bajo de tierra firme,BNDBAJ,TQj,Formacion Jamundi,3.338700538,-76.56221266,1132.905884,39.89579773,LA RIVERITA,2622310103,241,8/24/2018 0:00,8/24/2018 0:00,8/24/2018LA RIVERITA,-76.56221266,3.338700538,LA RIVERITA,1,1,0.9,0.9,4.9,30.8,53.2,135
241,242,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,Qca,Conos aluviales,3.460278624,-76.53335205,983.1756592,14.60468864,COLEGIO SAN LUIS,2622400101,242,12/27/2016 0:00,12/27/2016 0:00,12/27/2016COLEGIO SAN LUIS,-76.53335205,3.460278624,COLEGIO SAN LUIS,0,0,0,0,0,0,119.7,119.7
242,243,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Kv,Formacion Volcanica,3.450376324,-76.5493279,1057.871826,8.79842186,EL ANCLA,2622420106,243,8/3/2019 0:00,8/3/2019 0:00,8/3/2019EL ANCLA,-76.5493279,3.450376324,EL ANCLA,1,4,4.4,5.4,6,7.5,84.9,217.4
243,244,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,31352,Bosque de guadua,BG,Qca2(RPan),Cono aluvial 2 rio Pance,3.344576141,-76.5565337,1104.144043,28.4318428,LA RIVERITA,2622310103,244,8/25/2017 0:00,8/25/2017 0:00,8/25/2017LA RIVERITA,-76.5565337,3.344576141,LA RIVERITA,0,1,20.7,49.2,56.8,86.7,141.5,262.2
244,245,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11211,Zonas urbanas discontinuas,ZUD,Kv,Formacion Volcanica,3.445917597,-76.54737722,1068.848633,40.45897675,PLANTA RIO CALI,2622400103,245,12/1/2014 0:00,12/1/2014 0:00,12/1/2014PLANTA RIO CALI,-76.54737722,3.445917597,PLANTA RIO CALI,0,0,81.4,85,110,211.8,456,465
245,246,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,32310,Vegetación secundaria o transición,VEGSEC,Kv,Formacion Volcanica,3.432920533,-76.55472449,1132.631348,17.75127792,LOS CRISTALES,2622330105,246,12/20/2013 0:00,12/20/2013 0:00,12/20/2013LOS CRISTALES,-76.55472449,3.432920533,LOS CRISTALES,0,0,7,7,59,105,252,423
246,247,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,Qca(RMel),Cono aluvial rio Melendez,3.377237659,-76.55155961,998.37677,11.27419376,NAPOLES,2622330108,247,12/9/2019 0:00,12/9/2019 0:00,12/9/2019NAPOLES,-76.55155961,3.377237659,NAPOLES,0,5,6.9,22.7,36.3,71.4,238.5,367.8
247,248,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,23172,Pasto cultivado enmalezado,PCURA,TQj,Formacion Jamundi,3.310861469,-76.56038716,1077.980835,21.00655937,EL PALACIO,2622100102,248,12/27/2015 0:00,12/27/2015 0:00,12/27/2015EL PALACIO,-76.56038716,3.310861469,EL PALACIO,0,0,0,1,3,3,272.3,486.3
248,249,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,TOg,Formacion Guachinte,3.414216835,-76.56311605,994.2575073,14.19788361,IDEAS,2622330111,249,8/21/2019 0:00,8/21/2019 0:00,8/21/2019IDEAS,-76.56311605,3.414216835,IDEAS,0,1,1.2,1.2,3.6,29.2,92.7,225.4
249,250,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,32211,Arbustal y matorral abierto bajo de tierra firme,ABAFBA,Qca2(RPan),Cono aluvial 2 rio Pance,3.311643216,-76.54359569,994.1732788,3.643045664,EL PALACIO,2622100102,250,8/28/2016 0:00,8/28/2016 0:00,8/28/2016EL PALACIO,-76.54359569,3.311643216,EL PALACIO,0,0,0,0,1,3,65,109
250,251,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,23170,Pasto cultivado,PCU,Qca2(RPan),Cono aluvial 2 rio Pance,3.346931961,-76.56441242,1137.155029,6.472352982,LA RIVERITA,2622310103,251,8/7/2017 0:00,8/7/2017 0:00,8/7/2017LA RIVERITA,-76.56441242,3.346931961,LA RIVERITA,0,0,0,0,0,53.1,165.7,290.7
251,252,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,23172,Pasto cultivado enmalezado,PCURA,TQj,Formacion Jamundi,3.308697274,-76.55796792,1042.424561,16.26605988,EL PALACIO,2622100102,252,12/6/2005 0:00,12/6/2005 0:00,12/6/2005EL PALACIO,-76.55796792,3.308697274,EL PALACIO,0,13,37,37,37,145,275,330
252,253,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,23170,Pasto cultivado,PCU,Ql/Kv,Lateritas Formacion Volcanica,3.499295684,-76.58615349,1847.818115,22.40505791,AGUACATAL,2622420103,253,12/15/2015 0:00,12/15/2015 0:00,12/15/2015AGUACATAL,-76.58615349,3.499295684,AGUACATAL,5,5,4.6,4.6,24.8,100.2,135.2,142.2
253,254,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31311,Bosque mixto fragmentado con pastos y cultivos,BNFPNC,TOf,Formacion Ferreira,3.355986325,-76.56390615,1119.911743,59.4994545,LA RIVERITA,2622310103,254,8/12/2019 0:00,8/12/2019 0:00,8/12/2019LA RIVERITA,-76.56390615,3.355986325,LA RIVERITA,0,0,0,0,0,37,148.4,401.5
254,255,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31211,Bosque mixto abierto alto de tierra firme,BNAALT,TQj,Formacion Jamundi,3.332583322,-76.55845524,1101.572754,29.51818657,LA RIVERITA,2622310103,255,8/8/2019 0:00,8/8/2019 0:00,8/8/2019LA RIVERITA,-76.55845524,3.332583322,LA RIVERITA,0,0,0,0,26.1,42.1,208.5,427.6
255,256,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,23171,Pasto cultivado arbolado,PCUAR,Qca1(RPan),Cono aluvial 1 rio Pance,3.359199079,-76.5548254,1056.17041,10.8923645,LA RIVERITA,2622310103,256,2/15/2017 0:00,2/15/2017 0:00,2/15/2017LA RIVERITA,-76.5548254,3.359199079,LA RIVERITA,0,0,45,45,53.4,89.1,259.8,356.9
256,257,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Kv,Formacion Volcanica,3.470064276,-76.55812753,1128.931885,23.86010742,EL COLEGIO,2622420105,257,12/4/2016 0:00,12/4/2016 0:00,12/4/2016EL COLEGIO,-76.55812753,3.470064276,EL COLEGIO,1,2,20.5,20.9,71.5,159.4,349.1,462.2
257,258,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,23172,Pasto cultivado enmalezado,PCURA,TQj,Formacion Jamundi,3.309049168,-76.56690617,1072.623535,22.79998398,JAMUNDI,2622100202,258,12/2/2019 0:00,12/2/2019 0:00,12/2/2019EL PALACIO,-76.56690617,3.309049168,EL PALACIO,7,7,16,69,113,174,301,408
258,259,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,Kv,Formacion Volcanica,3.442655025,-76.54317283,997.8312378,6.72910881,PLANTA RIO CALI,2622400103,259,12/20/2016 0:00,12/20/2016 0:00,12/20/2016PLANTA RIO CALI,-76.54317283,3.442655025,PLANTA RIO CALI,18,18,20,20,34.7,74.4,149.4,276.4
259,260,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31211,Bosque mixto abierto alto de tierra firme,BNAALT,TQj,Formacion Jamundi,3.331349147,-76.55821808,1072.255859,46.11437988,LA RIVERITA,2622310103,260,2/22/2017 0:00,2/22/2017 0:00,2/22/2017LA RIVERITA,-76.55821808,3.331349147,LA RIVERITA,0,4,11.9,11.9,57,71.2,208.8,349.1
260,261,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11211,Zonas urbanas discontinuas,ZUD,Qca1(RPan),Cono aluvial 1 rio Pance,3.362398445,-76.55842322,1043.168091,9.084814072,LA RIVERITA,2622310103,261,3/15/2017 0:00,3/15/2017 0:00,3/15/2017LA RIVERITA,-76.55842322,3.362398445,LA RIVERITA,1,20,80.3,101.3,117,167.1,252.3,430.7
261,262,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,31112,Bosque mixto denso bajo de tierra firme,BNDBAJ,Ql/Kv,Lateritas Formacion Volcanica,3.382073002,-76.57115809,1198.076416,50.7545433,NAPOLES,2622330108,262,12/13/2016 0:00,12/13/2016 0:00,12/13/2016NAPOLES,-76.57115809,3.382073002,NAPOLES,0,0,16.3,35.2,42.4,102.8,188.5,294.2
262,263,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11211,Zonas urbanas discontinuas,ZUD,Kv,Formacion Volcanica,3.399192916,-76.5694015,1179.464233,25.10481262,IDEAS,2622330111,263,12/28/2016 0:00,12/28/2016 0:00,12/28/2016IDEAS,-76.5694015,3.399192916,IDEAS,1,63,68.2,105.7,124.6,231.8,308.5,333.8
