ELEVACION,PENDIENT,zonificacion,Nomenclatura_del_Suelo,tipo_geologia,24h,7d,10d,15d,30d,60d,90d,deslizamientos
1004.852173,23.73952675,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,0.1,0.1,0.2,0.6,5.6,7.9,0
1052.738647,45.24713898,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,54.0,54.0,54.0,83.0,231.0,331.0,1
1179.464233,25.10481262,Riesgo bajo,Zonas urbanas discontinuas,Formacion Volcanica,1.0,68.2,105.7,124.6,231.8,308.5,333.8,0
1088.991943,33.44952774,Riesgo alto,Zonas urbanas continuas,Formacion Guachinte,1.2,62.1,92.0,141.9,170.5,210.6,330.0,1
1049.551514,74.08016205,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,182.0,207.0,244.0,566.0,735.0,878.0,1
1088.730469,30.30698204,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,104.0,184.0,260.0,446.0,553.0,711.0,1
1059.898438,46.79891205,Riesgo medio,Zonas urbanas continuas,Formacion Volcanica,0.0,107.0,107.0,189.0,202.0,462.0,681.0,1
1136.439209,19.9131012,Amenaza baja,Arbustal y matorral abierto alto de tierra firme,Formacion Jamundi,0.0,1.0,1.0,1.0,29.7,53.2,130.3,0
1074.32019,27.4009304,Amenaza baja,Bosque mixto fragmentado con pastos y cultivos,Lateritas Formacion Volcanica,0.0,94.8,135.4,214.9,240.7,485.0,640.5,0
1445.801025,23.76449966,Riesgo bajo,Bosque mixto fragmentado con pastos y cultivos,Lateritas Formacion Volcanica,0.0,62.0,79.0,79.0,133.0,175.0,479.0,0
979.6915283,13.00464821,Riesgo bajo,Zonas urbanas continuas,Cono aluvial rio Melendez,19.8,93.2,94.0,197.8,214.6,278.6,421.0,1
1091.372681,32.30137253,Riesgo alto,Otras superficies artificiales sin construcción,Formacion Volcanica,0.0,18.0,172.0,225.0,471.0,753.0,859.0,1
1075.406006,24.65237236,Amenaza baja,Pasto cultivado,Formacion Jamundi,0.0,32.7,46.5,46.5,50.8,80.8,103.9,0
1096.00354,31.32217407,Riesgo medio,Zonas urbanas continuas,Formacion Volcanica,4.0,64.0,80.0,367.0,562.0,606.0,764.0,1
1172.090088,30.56757736,Riesgo bajo,Zonas urbanas continuas,Lateritas Formacion Volcanica,30.0,153.0,184.0,218.0,350.0,408.0,600.0,1
1322.784424,54.7730484,Amenaza alta,Vegetación secundaria o transición,Lateritas Formacion Volcanica,3.0,52.0,72.0,80.0,193.0,421.0,686.0,1
1013.982971,37.01368332,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.4,69.2,112.0,194.8,316.2,381.4,530.0,1
1002.263184,41.84606171,Riesgo medio,Zonas urbanas continuas,Formacion Volcanica,14.0,197.0,210.0,366.0,583.0,746.0,908.0,1
1163.776733,27.58082199,Amenaza alta,Bosque mixto fragmentado con vegetación natural,Lateritas Formacion Volcanica,0.0,168.0,207.0,239.0,571.0,735.0,845.0,1
1005.058899,4.037531853,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,1.9,2.0,3.0,25.1,94.5,309.2,0
1072.623535,22.79998398,Amenaza baja,Pasto cultivado enmalezado,Formacion Jamundi,7.0,16.0,69.0,113.0,174.0,301.0,408.0,0
1087.091919,19.2490387,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,10.0,193.0,218.0,311.0,583.0,735.0,918.0,1
976.5458984,2.758006096,Riesgo bajo,Zonas urbanas continuas,Cono aluvial rio Melendez,0.0,1.3,27.8,45.4,215.3,394.0,536.5,0
1008.344116,6.916009903,Amenaza baja,Pasto cultivado arbolado,Cono aluvial 2 rio Pance,0.0,3.0,5.0,6.0,36.0,72.0,117.0,0
980.5767212,20.47709465,Riesgo bajo,Zonas urbanas continuas,Formacion Guachinte,11.0,11.2,12.3,39.4,43.9,175.5,323.0,0
1735.423096,18.45457268,Riesgo bajo,Otros cultivos arbustivos plantados abiertos,Formacion Volcanica,0.0,15.6,15.8,27.6,28.0,128.4,247.6,0
1066.047852,5.802911758,Riesgo alto,Zonas urbanas continuas,Formacion Guachinte,7.8,113.6,114.0,155.6,368.9,591.7,629.0,1
1079.963379,43.09729004,Riesgo bajo,Zonas urbanas continuas,Formacion Guachinte,7.6,83.5,110.0,213.5,343.7,452.1,531.0,1
1051.040161,2.509325504,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,54.0,54.0,54.0,83.0,231.0,331.0,1
1106.703003,30.33026505,Riesgo bajo,Zonas urbanas continuas,Lateritas Formacion Volcanica,20.1,111.3,112.0,216.2,266.7,351.0,454.0,1
981.8302612,3.050461769,Amenaza baja,Bosque mixto denso alto de tierra firme,Formacion Volcanica,0.0,0.0,1.2,1.2,25.3,76.7,249.4,0
1726.195313,34.31271362,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,15.0,40.6,41.2,51.4,147.4,231.8,458.2,0
1027.196289,6.002776146,Amenaza baja,Pasto cultivado arbolado,Formacion Jamundi,1.0,0.9,0.9,4.9,30.8,53.2,135.0,0
1043.168091,9.084814072,Riesgo bajo,Zonas urbanas discontinuas,Cono aluvial 1 rio Pance,1.0,80.3,101.3,117.0,167.1,252.3,430.7,0
1102.744385,75.58666992,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,2.0,2.0,2.0,31.0,291.0,573.0,1
1142.194702,47.66550064,Riesgo bajo,Zonas urbanas continuas,Lateritas Formacion Volcanica,20.1,111.3,112.0,216.2,266.7,351.0,454.0,1
1023.537598,3.384290457,Riesgo medio,Zonas urbanas continuas,Formacion Guachinte,20.1,111.3,112.0,216.2,266.7,351.0,454.0,1
1296.32373,40.94035721,Riesgo bajo,Zonas urbanas continuas,Lateritas Formacion Volcanica,0.0,0.0,29.0,54.0,90.0,191.0,317.0,1
998.8447876,15.5883131,Amenaza baja,Pasto cultivado,Cono aluvial 2 rio Pance,0.0,3.0,23.0,33.0,33.0,79.0,114.0,0
1008.902954,11.46632671,Amenaza baja,Arbustal y matorral denso bajo de tierra firme,Cono aluvial 2 rio Pance,0.0,6.0,6.0,6.0,55.0,181.0,452.0,0
1043.489014,67.50875854,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,11.0,100.0,215.0,306.0,388.0,535.0,690.0,1
1171.02124,64.99498749,Riesgo alto,Zonas urbanas continuas,Formacion Guachinte,1.8,32.0,55.0,58.7,170.7,350.1,465.0,1
979.8973999,9.422034264,Riesgo bajo,Zonas urbanas continuas,Lateritas Formacion Volcanica,0.0,31.2,31.2,47.0,97.2,152.6,330.9,0
1104.275879,64.85591888,Riesgo bajo,Otras superficies artificiales sin construcción,Lateritas Formacion Volcanica,0.0,32.8,92.0,91.6,110.2,186.6,368.0,1
1083.770386,81.27155304,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,28.1,28.0,43.2,45.5,140.4,202.0,1
1172.609863,42.30244827,Amenaza media,Bosque mixto denso bajo de tierra firme,Lateritas Formacion Volcanica,30.0,153.0,184.0,218.0,350.0,408.0,600.0,1
1228.610352,41.85974121,Amenaza baja,Pasto cultivado,Formacion Ferreira,1.0,0.9,0.9,4.9,30.8,53.2,135.0,0
1051.437866,19.0603981,Riesgo bajo,Zonas urbanas continuas,Lateritas Formacion Volcanica,20.1,111.3,112.0,216.2,266.7,351.0,454.0,1
1298.014893,9.949829102,Riesgo alto,Zonas urbanas continuas,Lateritas Formacion Volcanica,0.0,17.0,32.0,82.0,197.0,240.0,366.0,1
1457.021606,5.195363998,Riesgo medio,Zonas urbanas continuas,Lateritas Formacion Volcanica,8.0,61.0,61.0,84.0,92.0,84.0,165.0,1
1063.869141,42.99794006,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,182.0,207.0,244.0,566.0,735.0,878.0,1
1027.704834,60.61834717,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,10.0,193.0,218.0,311.0,583.0,735.0,918.0,1
1007.224121,50.94915771,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,1.0,70.2,113.0,209.0,336.2,382.4,485.0,1
1207.986816,17.4318943,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,0.0,4.0,16.0,60.0,92.0,142.0,0
1066.048828,11.22767544,Amenaza baja,Arbustal y matorral denso alto de tierra firme,Formacion Jamundi,0.0,16.6,16.7,21.2,42.9,98.3,337.1,0
1176.450439,21.44880486,Riesgo medio,Zonas urbanas continuas,Lateritas Formacion Volcanica,30.0,153.0,184.0,218.0,350.0,408.0,600.0,1
1149.773315,16.67749786,Amenaza baja,Pasto cultivado enmalezado,Formacion Ferreira,0.0,68.0,68.0,100.7,236.8,375.8,534.7,0
1162.262207,10.43564796,Riesgo alto,Otras asociaciones de cultivos,Lateritas Formacion Volcanica,0.0,33.0,57.0,78.0,80.0,258.0,610.0,1
1603.14563,26.55098724,Riesgo bajo,Zonas urbanas discontinuas,Formacion Volcanica,0.0,4.8,4.8,44.0,62.4,356.8,502.2,0
997.8312378,6.72910881,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,18.0,20.0,20.0,34.7,74.4,149.4,276.4,0
1098.426392,21.27012825,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,2.0,11.0,11.0,21.0,140.0,333.0,0
1068.914063,40.61170197,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,14.0,197.0,210.0,366.0,583.0,746.0,908.0,1
1005.077209,40.76174545,Amenaza baja,Pasto cultivado arbolado,Cono aluvial 2 rio Pance,0.0,48.0,48.0,70.0,132.0,288.0,497.0,0
988.3206787,30.53203964,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,1.2,100.8,113.0,205.0,315.2,386.6,530.0,1
1065.332153,32.67051697,Amenaza baja,Bosque mixto denso alto de tierra firme,Lateritas Formacion Volcanica,2.0,42.5,47.3,154.4,244.4,300.9,602.3,0
973.5373535,8.925033569,Riesgo bajo,Zonas urbanas continuas,Cono aluvial rio Melendez,0.0,0.0,0.0,2.5,3.3,57.1,146.0,0
1234.062012,26.06775093,Riesgo bajo,Zonas urbanas discontinuas,Lateritas Formacion Volcanica,0.0,2.0,2.0,2.0,5.0,42.0,200.0,0
1017.993591,15.59278393,Amenaza baja,Pasto cultivado,Formacion Jamundi,1.0,35.0,35.0,38.0,225.0,405.0,618.0,0
1021.169434,62.76224518,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,10.0,193.0,218.0,311.0,583.0,735.0,918.0,1
1248.960449,27.71334839,Riesgo bajo,Vegetación secundaria o transición,Lateritas Formacion Volcanica,0.0,0.0,0.0,0.0,29.0,44.0,222.0,0
992.0523682,7.066198826,Riesgo medio,Zonas urbanas continuas,Formacion Volcanica,0.0,182.0,207.0,244.0,566.0,735.0,878.0,1
1183.531006,31.76905251,Amenaza media,Pasto cultivado,Lateritas Formacion Volcanica,30.0,153.0,184.0,218.0,350.0,408.0,600.0,1
1112.034912,41.48883438,Riesgo alto,Zonas urbanas continuas,Formacion Guachinte,7.6,83.5,110.0,213.5,343.7,452.1,531.0,1
1554.860596,23.31459045,Riesgo bajo,Zonas urbanas continuas,Depositos aluviales,0.0,1.1,20.9,59.3,160.3,410.2,815.6,0
995.3299561,12.98218918,Riesgo bajo,Zonas urbanas continuas,Formacion Guachinte,0.0,22.2,23.9,24.1,26.7,139.3,346.8,0
1098.792969,49.38295364,Amenaza baja,Pasto cultivado,Formacion Volcanica,0.0,0.0,0.0,0.0,22.8,76.8,182.0,0
1618.704102,91.37473297,Amenaza alta,Bosque mixto abierto alto de tierra firme,Formacion Volcanica,0.0,13.0,15.0,40.0,107.0,208.0,287.0,1
1072.995239,38.70602798,Riesgo medio,Zonas urbanas continuas,Lateritas Formacion Volcanica,6.9,59.3,85.0,103.9,138.0,306.2,482.0,1
1043.167358,15.88753223,Riesgo bajo,Vegetación secundaria o transición,Formacion Volcanica,2.0,14.5,46.6,47.6,72.1,162.9,258.9,0
1030.11084,21.26866341,Riesgo medio,Zonas urbanas continuas,Formacion Volcanica,14.0,197.0,210.0,366.0,583.0,746.0,908.0,1
1034.692505,7.757536411,Riesgo bajo,Zonas urbanas continuas,Cono aluvial 1 rio Pance,0.0,48.1,88.6,163.4,304.6,533.0,722.6,0
1017.619995,14.80475903,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,0.0,4.7,5.1,36.9,111.8,255.4,0
1006.520874,9.845290184,Amenaza baja,Pasto cultivado arbolado,Cono aluvial 2 rio Pance,0.0,25.0,25.0,25.0,28.0,54.0,130.0,0
1049.607422,47.90723801,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,112.0,158.0,182.0,371.0,467.0,676.0,1
1168.460327,34.30477524,Amenaza alta,Zonas urbanas continuas,Formacion Guachinte,7.6,83.5,110.0,213.5,343.7,452.1,531.0,1
1011.795471,9.273874283,Amenaza baja,Arbustal y matorral abierto bajo de tierra firme,Formacion Jamundi,0.0,1.0,17.0,17.0,17.0,45.0,147.0,0
978.6459351,31.40012169,Riesgo bajo,Zonas urbanas continuas,Conos aluviales,0.0,25.0,26.0,76.0,95.0,91.0,94.0,0
1136.962646,48.10389709,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,10.0,193.0,218.0,311.0,583.0,735.0,918.0,1
975.1843872,9.728899956,Riesgo bajo,Zonas urbanas continuas,Cono aluvial rio Melendez,0.0,0.0,0.0,7.1,46.5,112.6,333.9,0
1131.280273,27.80568504,Amenaza baja,Arbustal y matorral abierto bajo de tierra firme,Formacion Jamundi,0.0,24.5,24.5,24.5,218.3,366.2,472.5,0
1137.388184,30.3143158,Amenaza media,Zonas urbanas discontinuas,Lateritas Formacion Volcanica,9.4,105.0,109.0,110.2,169.6,238.2,327.0,1
1084.155151,69.54338837,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,14.0,197.0,210.0,366.0,583.0,746.0,908.0,1
1269.807129,24.17505646,Amenaza media,Arbustal y matorral denso bajo de tierra firme,Formacion Guachinte,0.0,13.4,59.0,105.5,299.9,577.5,698.0,1
1054.747803,17.7989006,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,39.2,56.0,56.0,111.3,195.9,540.6,0
1019.029541,44.62950134,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,36.0,65.0,107.0,173.0,265.0,410.0,584.0,1
1769.608276,25.43001556,Amenaza baja,Bosque mixto abierto alto de tierra firme,Formacion Volcanica,0.0,1.4,1.4,32.6,41.8,69.4,145.4,0
1644.266846,22.83409691,Riesgo bajo,Pasto cultivado arbolado,Lateritas Formacion Volcanica,0.0,0.2,31.4,32.8,98.4,181.0,222.8,0
984.8065796,5.49406147,Riesgo bajo,Zonas urbanas continuas,Conos aluviales,5.0,107.0,107.0,148.0,156.0,180.0,348.0,1
1113.99585,43.17988968,Amenaza baja,Bosque mixto abierto alto de tierra firme,Formacion Jamundi,0.0,1.0,1.0,4.2,32.9,53.2,130.1,0
1076.51062,44.28264618,Riesgo medio,Zonas urbanas continuas,Lateritas Formacion Volcanica,1.0,70.2,113.0,209.0,336.2,382.4,485.0,1
984.0561523,11.05988693,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,1.2,1.2,23.4,25.4,115.5,265.4,0
1418.886963,74.3428421,Riesgo bajo,Otras superficies artificiales con construcción,Stock de Pance – Gabro hornblendico,1.0,6.6,14.4,56.2,149.8,279.4,554.8,0
1122.023193,32.88292313,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,7.2,70.5,70.0,92.0,143.6,221.2,359.0,1
2098.276855,76.80604553,Riesgo bajo,Zonas urbanas discontinuas,Lateritas Formacion Volcanica,0.0,6.6,16.6,27.0,30.8,276.0,350.2,0
1596.956909,26.25960541,Amenaza alta,Bosque mixto denso alto de tierra firme,Formacion Volcanica,8.0,16.5,19.0,73.7,185.3,423.0,647.0,1
1051.03772,5.150170803,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,10.0,167.0,188.0,313.0,456.0,536.0,694.0,1
1111.140137,59.7939949,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,12.2,14.4,57.0,100.4,101.4,110.4,177.0,1
1094.55188,17.93000412,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,2.0,2.0,2.0,31.0,291.0,573.0,1
1093.405762,39.48587036,Riesgo medio,Zonas urbanas continuas,Formacion Volcanica,7.2,70.5,70.0,92.0,143.6,221.2,359.0,1
1300.034424,16.64130783,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,5.2,9.4,57.0,71.0,90.6,168.8,196.0,1
1059.12146,30.08188248,Riesgo medio,Zonas urbanas continuas,Lateritas Formacion Volcanica,1.0,70.2,113.0,209.0,336.2,382.4,485.0,1
1041.108154,48.332901,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,0.1,5.7,23.0,35.3,85.4,224.5,0
1178.929321,11.16884995,Amenaza baja,Bosque mixto denso alto de tierra firme,Formacion Jamundi,0.0,0.8,0.8,22.0,112.5,227.2,522.6,0
1052.583618,12.5669241,Riesgo alto,Zonas urbanas continuas,Formacion Guachinte,7.3,71.0,96.0,126.7,283.5,368.1,497.0,1
1152.172485,18.18244934,Amenaza baja,Helechal,Formacion Jamundi,0.0,57.7,123.7,210.4,314.1,541.5,722.4,0
1140.805542,20.03101158,Amenaza baja,Pasto cultivado arbolado,Formacion Ferreira,4.0,20.5,21.0,26.1,47.8,81.6,322.4,0
1171.444702,5.996991158,Amenaza media,Zonas urbanas continuas,Lateritas Formacion Volcanica,0.0,63.0,65.0,74.0,360.0,753.0,850.0,1
1050.448364,10.89566135,Amenaza baja,Bosque mixto fragmentado con pastos y cultivos,Cono aluvial 1 rio Pance,0.0,1.0,1.0,4.9,30.3,53.2,135.1,0
1169.74231,17.87975121,Riesgo medio,Otras asociaciones de cultivos,Lateritas Formacion Volcanica,12.0,137.0,140.0,171.0,249.0,256.0,513.0,1
1197.104248,22.45061493,Riesgo bajo,Zonas urbanas discontinuas,Lateritas Formacion Volcanica,0.0,0.0,0.0,0.0,25.1,37.3,228.0,0
1306.085693,18.27513695,Amenaza baja,Zonas urbanas discontinuas,Lateritas Formacion Volcanica,0.0,10.0,11.0,24.0,46.0,208.0,262.0,0
1050.234009,38.97969055,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,182.0,207.0,244.0,566.0,735.0,878.0,1
1090.969482,46.87727356,Riesgo medio,Zonas urbanas continuas,Formacion Volcanica,2.0,173.0,173.0,296.0,432.0,542.0,700.0,1
1735.019775,15.77875328,Riesgo bajo,Bosque mixto denso alto de tierra firme,Lateritas Formacion Volcanica,1.0,17.6,90.2,92.6,169.0,305.0,487.2,0
1090.469116,65.82198334,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,18.0,42.0,211.0,430.0,753.0,859.0,1
1089.849487,29.20875931,Riesgo alto,Otras superficies artificiales sin construcción,Formacion Volcanica,10.0,167.0,188.0,313.0,456.0,536.0,694.0,1
1057.155273,65.23265839,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,34.7,44.0,115.4,162.6,335.0,412.0,1
1015.472412,52.4895134,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.4,69.2,112.0,194.8,316.2,381.4,530.0,1
1020.868958,55.93296051,Riesgo alto,Zonas urbanas continuas,Lateritas Formacion Volcanica,1.2,100.8,113.0,205.0,315.2,386.6,530.0,1
1057.871826,8.79842186,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,1.0,4.4,5.4,6.0,7.5,84.9,217.4,0
1086.295898,85.57128906,Riesgo alto,Zonas urbanas continuas,Formacion Guachinte,6.3,84.9,93.0,173.1,368.4,446.1,536.0,1
1099.761841,29.92726707,Riesgo alto,Otras superficies artificiales sin construcción,Lateritas Formacion Volcanica,0.0,59.3,85.0,96.6,140.1,306.2,482.0,1
1084.868652,24.33436012,Riesgo medio,Zonas urbanas continuas,Formacion Volcanica,7.2,70.5,70.0,92.0,143.6,221.2,359.0,1
1540.066284,18.83633614,Riesgo bajo,Otras superficies artificiales con construcción,Stock de Pance – Tonalita hornblendica biotitica,0.0,0.1,0.1,0.1,5.8,91.5,247.7,0
1082.535522,53.33098221,Riesgo medio,Zonas urbanas continuas,Formacion Guachinte,0.0,96.0,114.0,152.3,296.3,561.8,629.0,1
1087.412598,47.24618912,Riesgo alto,Zonas urbanas discontinuas,Formacion Volcanica,14.0,121.0,121.0,127.0,233.6,349.2,533.0,1
1154.617798,37.64853287,Amenaza media,Bosque mixto fragmentado con vegetación natural,Lateritas Formacion Volcanica,29.0,136.0,181.0,272.0,470.0,688.0,779.0,1
1107.866089,29.2084198,Amenaza baja,Bosque mixto abierto bajo de tierra firme,Formacion Jamundi,0.0,0.0,1.4,46.9,50.2,80.5,103.0,0
1176.40271,21.14590836,Riesgo bajo,Zonas urbanas discontinuas,Lateritas Formacion Volcanica,0.0,21.8,35.2,44.1,106.1,252.4,348.1,0
1073.799316,21.78953934,Riesgo alto,Otras superficies artificiales sin construcción,Formacion Volcanica,10.0,193.0,218.0,311.0,583.0,735.0,918.0,1
1056.407959,26.90325737,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,54.0,54.0,54.0,83.0,231.0,331.0,1
1060.001465,66.01264191,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,112.0,158.0,182.0,371.0,467.0,676.0,1
1250.349609,27.43324471,Riesgo medio,Zonas urbanas continuas,Lateritas Formacion Volcanica,0.0,0.0,29.0,54.0,90.0,191.0,317.0,1
1035.321289,39.94425201,Riesgo medio,Zonas urbanas continuas,Formacion Volcanica,0.0,182.0,207.0,244.0,566.0,735.0,878.0,1
1003.794495,7.771973133,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,2.0,15.4,15.4,22.0,56.0,54.8,99.2,0
994.2575073,14.19788361,Riesgo bajo,Zonas urbanas continuas,Formacion Guachinte,0.0,1.2,1.2,3.6,29.2,92.7,225.4,0
998.37677,11.27419376,Riesgo bajo,Zonas urbanas continuas,Cono aluvial rio Melendez,0.0,6.9,22.7,36.3,71.4,238.5,367.8,0
1083.788818,14.13458633,Amenaza baja,Pasto cultivado enmalezado,Formacion Jamundi,0.0,32.0,62.0,85.0,188.0,281.0,566.0,0
1085.13855,13.28485775,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,36.0,59.0,66.0,122.0,211.0,396.0,645.0,1
1289.535889,14.71519279,Riesgo bajo,Zonas urbanas discontinuas,Lateritas Formacion Volcanica,0.0,4.0,4.0,4.0,33.0,36.0,71.0,0
1153.140137,29.91915131,Amenaza baja,Pasto cultivado,Formacion Jamundi,6.0,18.2,18.4,26.8,201.4,306.2,320.6,0
1023.52301,12.43942547,Amenaza baja,Arbustal y matorral abierto bajo de tierra firme,Formacion Jamundi,0.0,0.1,26.1,31.6,54.4,292.1,450.1,0
1068.793579,15.21018791,Amenaza baja,Otras superficies artificiales con construcción,Cono aluvial 2 rio Pance,0.0,0.0,0.0,47.1,53.9,181.4,412.1,0
1007.788208,14.78355789,Amenaza baja,Pasto cultivado arbolado,Formacion Jamundi,0.0,30.0,32.0,32.0,51.0,58.0,192.3,0
1024.527344,16.12051964,Amenaza baja,Ríos,Cono aluvial 2 rio Pance,0.0,22.9,44.4,73.5,309.6,504.4,619.9,0
1018.187073,5.040855885,Riesgo bajo,Zonas urbanas continuas,Formacion Guachinte,23.6,67.8,106.0,130.4,162.2,203.4,311.0,1
1026.248413,42.90730667,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,10.0,167.0,188.0,313.0,456.0,536.0,694.0,1
1664.661011,28.95821762,Amenaza alta,Bosque mixto abierto alto de tierra firme,Formacion Volcanica,0.2,18.6,19.0,18.6,23.2,120.8,390.0,1
1100.737061,11.32210255,Amenaza baja,Bosque de guadua,Cono aluvial 2 rio Pance,0.0,24.5,24.5,34.0,226.2,366.1,472.5,0
1088.281738,64.5229187,Riesgo medio,Zonas urbanas continuas,Formacion Guachinte,7.6,83.5,110.0,213.5,343.7,452.1,531.0,1
1589.673096,47.11315918,Amenaza baja,Bosque mixto abierto alto de tierra firme,Formacion Volcanica,0.0,26.0,42.0,53.0,93.0,198.0,293.0,1
1041.842407,13.28306198,Amenaza baja,Otras superficies artificiales sin construcción,Lateritas Formacion Volcanica,3.0,20.3,25.2,35.8,70.6,251.9,365.9,0
1050.452026,12.34817886,Amenaza baja,Bosque mixto abierto bajo de tierra firme,Formacion Jamundi,6.0,53.0,53.0,53.1,112.0,191.6,488.0,0
1057.846558,47.88902664,Amenaza baja,Pasto cultivado arbolado,Formacion Jamundi,0.0,20.0,36.0,37.0,92.0,116.0,145.0,0
1076.303345,77.22999573,Riesgo medio,Zonas urbanas continuas,Formacion Volcanica,2.0,173.0,173.0,296.0,432.0,542.0,700.0,1
1034.776123,55.10509491,Riesgo medio,Zonas urbanas continuas,Formacion Volcanica,0.0,168.0,207.0,239.0,571.0,735.0,845.0,1
1078.655396,54.74237823,Riesgo alto,Otras superficies artificiales sin construcción,Formacion Volcanica,0.0,104.0,184.0,260.0,446.0,553.0,711.0,1
1284.991577,16.04629135,Riesgo alto,Zonas urbanas continuas,Lateritas Formacion Volcanica,53.0,96.0,105.0,116.0,123.0,215.0,284.0,1
1062.686646,3.882275581,Riesgo bajo,Otras superficies artificiales sin construcción,Formacion Volcanica,1.0,42.6,79.3,89.3,167.0,240.4,283.8,0
1028.093506,12.37767601,Riesgo bajo,Bosque mixto denso bajo de tierra firme,Cono aluvial 1 rio Pance,0.0,2.0,3.9,3.9,30.0,53.9,239.3,0
1446.527344,71.81580353,Riesgo bajo,Otras superficies artificiales con construcción,Stock de Pance – Gabro hornblendico,9.4,99.4,110.0,137.1,282.3,467.5,679.0,1
977.2761841,1.460784912,Riesgo bajo,Zonas urbanas continuas,Cono aluvial rio Melendez,0.0,1.2,1.2,23.4,25.4,115.5,265.4,0
1080.486328,10.88285065,Riesgo alto,Zonas urbanas continuas,Formacion Guachinte,6.3,84.9,93.0,173.1,368.4,446.1,536.0,1
1113.838623,36.54125977,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,10.0,193.0,218.0,311.0,583.0,735.0,918.0,1
1902.434814,18.39825249,Riesgo bajo,Bosque mixto denso alto de tierra firme,Lateritas Formacion Volcanica,0.0,12.4,71.4,98.0,199.4,300.0,450.0,0
1179.193604,9.430892944,Riesgo medio,Zonas urbanas continuas,Lateritas Formacion Volcanica,9.0,111.9,119.0,130.4,196.7,314.9,427.0,1
980.255188,3.391060591,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,49.6,51.0,73.7,245.3,405.7,503.0,1
1054.19104,50.38008499,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,54.0,54.0,54.0,83.0,231.0,331.0,1
1093.686646,34.86095047,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,4.0,171.0,173.0,315.0,458.0,540.0,698.0,1
1102.639771,46.22639847,Riesgo bajo,Zonas urbanas discontinuas,Formacion Guachinte,0.0,31.6,52.6,86.8,133.6,334.4,499.0,0
992.2848511,9.005477905,Riesgo bajo,Zonas urbanas discontinuas,Formacion Volcanica,4.8,10.4,35.0,181.0,318.4,410.8,480.0,1
1375.608398,24.2531414,Amenaza baja,Bosque mixto denso bajo de tierra firme,Lateritas Formacion Volcanica,0.0,0.4,0.4,1.2,33.0,157.8,487.8,0
1052.000122,36.81436539,Amenaza alta,Zonas urbanas continuas,Formacion Guachinte,0.0,92.0,104.0,134.2,193.3,267.4,358.0,1
1010.538513,33.02156448,Riesgo bajo,Zonas urbanas continuas,Lateritas Formacion Volcanica,0.0,0.0,0.3,2.5,3.9,57.1,146.3,0
